category,label,text,language
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://secure.amazon-verify-account-info.com to continue watching.,en
benign,safe,WiFi bill generated for March. Amount due Rs.500. Pay by 15th.,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.5000 via UPI.,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
phishing,scam,Reliance Winner! You have been selected for a free gift worth Rs.49999. Claim: http://www.tata-refund-processing.online,en
upi_fraud,scam,"ALERT: Rs.100000 debited from your A/c. If not done by you, forward this SMS to +91-8963182701 to block transaction.",en
upi_fraud,scam,"ALERT: Rs.10000 debited from your A/c. If not done by you, forward this SMS to +91-7874840530 to block transaction.",en
investment_scam,scam,You have been chosen for an exclusive Forex trading group. Deposit Rs.5000 and our AI will trade for you. http://jio-verify-account-info.com,en
investment_scam,scam,"MAKE RS.50,000 PER MONTH WITH SIMPLE DATA ENTRY. ZERO INVESTMENT PLAN REQUIRES RS.1500 REGISTRATION. HTTP://FLIPKART-CLAIM-REWARD-NOW.NET",en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM. Please arrive 10 minutes early.,en
investment_scam,scam,Multibagger Stock Tip: Buy 'XYZ Infra' target 500 (Current 40). Insider info! Subscribe to our premium channel Rs.50000.,en
upi_fraud,scam,Aapke UPI par Rs.9999 bhej diye gaye hain. Confirm karne ke liye apna PIN dalein.,hi
benign,safe,Your Uber trip has ended. Total fare: Rs.500.,en
phishing,scam,Your Axis Bank internet banking access will be locked in 24 hrs. Verify your identity at http://amazon-refund-processing.online,en
phishing,scam,URGENT: Your Kotak account KYC has expired. Update immediately at http://secure.jio-verify-account-info.com to avoid suspension.,en
benign,safe,"Hey, are we still meeting for dinner at 5:00 PM?",en
benign,safe,OTP for login to your HDFC account is 895896. Do not share this with anyone.,en
investment_scam,scam,"Make Rs.50,000 per month with simple data entry. Zero investment plan requires Rs.500 registration. http://secure.reliance-refund-processing.online",en
investment_scam,scam,Work from home opportunity! Earn Rs.5000 daily by liking YouTube videos. Deposit Rs.250 security fee.,en
investment_scam,scam,RBI Approved SIP: Invest Rs.1000/month and get 1 Crore in 5 years. Start your journey today: http://reliance-update-kyc.in,en
investment_scam,scam,IPO Alert: Apply for Pre-IPO shares of Tata. 500% returns expected in 3 months. Register: http://www.paytm-official-portal.co,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 7661872251@paytm,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.50000 online using http://secure.reliance-claim-reward-now.net and get 10% cashback.",en
phishing,scam,Your Yes Bank internet banking access will be locked in 24 hrs. Verify your identity at http://jio-claim-reward-now.net,en
phishing,scam,Action Required: Complete your Kotak Aadhaar linking process today via http://reliance-update-kyc.in,en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 9184428951@okicici to avoid double toll.",en
phishing,scam,"YOUR WHATSAPP ACCOUNT HAS BEEN LOGGED IN FROM AN UNKNOWN DEVICE. IF THIS WASN'T YOU, SECURE YOUR ACCOUNT: HTTP://SECURE.AMAZON-VERIFY-ACCOUNT-INFO.COM",en
phishing,scam,Action Required: Complete your Yes Bank Aadhaar linking process today via http://reliance-claim-reward-now.net,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
investment_scam,scam,Part-time job offer from Amazon. Earn up to Rs.3000/day. Message HR on WhatsApp: +91-9248962978,en
phishing,scam,"Dear customer, your PAN card is not linked to your Bank of Baroda account. Link now: http://secure.airtel-claim-reward-now.net",en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 7:45 PM. Please arrive 10 minutes early.,en
phishing,scam,"Dear customer, your PAN card is not linked to your Yes Bank account. Link now: http://www.airtel-refund-processing.online",en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of INR 9999 failed. Scan the QR code sent on your WhatsApp to process refund.",en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
benign,safe,OTP for login to your HDFC account is 871123. Do not share this with anyone.,en
upi_fraud,scam,Congratulations! You won Rs.10000 cashback on Google Pay. Click here and enter PIN to receive: http://paytm-verify-account-info.com,en
phishing,scam,YOUR NETFLIX SUBSCRIPTION HAS EXPIRED. RENEW IMMEDIATELY AT HTTP://SECURE.AIRTEL-REFUND-PROCESSING.ONLINE TO CONTINUE WATCHING.,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
benign,safe,Your Uber trip has ended. Total fare: Rs.500.,en
benign,safe,Your Uber trip has ended. Total fare: Rs.250.,en
benign,safe,Meeting pushed to 10:00 AM. Please check the updated invite.,en
investment_scam,scam,Work from home opportunity! Earn Rs.5000 daily by liking YouTube videos. Deposit Rs.999 security fee.,en
upi_fraud,scam,YOUR ELECTRICITY BILL OF RS.10000 IS PENDING. POWER WILL BE DISCONNECTED AT 9 PM. PAY VIA UPI: 8543850815@OKSBI,en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
phishing,scam,"DEAR CUSTOMER, YOUR PAN CARD IS NOT LINKED TO YOUR CANARA BANK ACCOUNT. LINK NOW: HTTP://WWW.AMAZON-VERIFY-ACCOUNT-INFO.COM",en
upi_fraud,scam,Congratulations! You won Rs.50000 cashback on Google Pay. Click here and enter PIN to receive: http://www.amazon-refund-processing.online,en
benign,safe,Your Uber trip has ended. Total fare: Rs.2000.,en
benign,safe,Meeting pushed to 10:00 AM. Please check the updated invite.,en
phishing,scam,Your SBI internet banking access will be locked in 24 hrs. Verify your identity at http://secure.airtel-official-portal.co,en
upi_fraud,scam,You have received a payment of Rs.5000 on PhonePe. Enter your UPI pin to claim the amount.,en
phishing,scam,Action Required: Complete your Kotak Aadhaar linking process today via http://www.reliance-claim-reward-now.net,en
benign,safe,"Hey, are we still meeting for dinner at 10:00 AM?",en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 4:15 PM. Please arrive 10 minutes early.,en
benign,safe,"Hey, are we still meeting for dinner at 5:00 PM?",en
phishing,scam,"DEAR CUSTOMER, YOUR PAN CARD IS NOT LINKED TO YOUR HDFC ACCOUNT. LINK NOW: HTTP://WWW.AMAZON-OFFICIAL-PORTAL.CO",en
upi_fraud,scam,Congratulations! You won Rs.50000 cashback on Google Pay. Click here and enter PIN to receive: http://www.tata-claim-reward-now.net,en
upi_fraud,scam,CUSTOMER SERVICE: PLEASE SHARE THE 6-DIGIT OTP TO PROCESS YOUR REFUND OF RS.49999 VIA UPI.,en
phishing,scam,YOUR NETFLIX SUBSCRIPTION HAS EXPIRED. RENEW IMMEDIATELY AT HTTP://TATA-CLAIM-REWARD-NOW.NET TO CONTINUE WATCHING.,en
phishing,scam,"Dear Canara Bank customer, 15,000 reward points are expiring today. Redeem for cash at http://www.flipkart-secure-login.xyz",en
upi_fraud,scam,Congratulations! You won INR 9999 cashback on Google Pay. Click here and enter PIN to receive: http://secure.amazon-claim-reward-now.net,en
phishing,scam,URGENT: Your ICICI account KYC has expired. Update immediately at http://www.paytm-update-kyc.in to avoid suspension.,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.10000 failed. Scan the QR code sent on your WhatsApp to process refund.",en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://reliance-update-kyc.in to continue watching.,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.50000 via UPI.,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
phishing,scam,Action Required: Complete your Union Bank Aadhaar linking process today via http://paytm-official-portal.co,en
phishing,scam,"Your Gmail account has been logged in from an unknown device. If this wasn't you, secure your account: http://secure.flipkart-verify-account-info.com",en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.100000 via UPI.,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.50000 via UPI.,en
phishing,scam,Tata Winner! You have been selected for a free gift worth INR 5000. Claim: http://secure.reliance-verify-account-info.com,en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM. Please arrive 10 minutes early.,en
benign,safe,WiFi bill generated for March. Amount due Rs.100. Pay by 15th.,en
investment_scam,scam,Part-time job offer from Amazon. Earn up to Rs.3000/day. Message HR on WhatsApp: +91-9112135031,en
benign,safe,"Salary of Rs.50000 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
phishing,scam,Action Required: Complete your SBI Aadhaar linking process today via http://secure.paytm-official-portal.co,en
phishing,scam,"Dear Canara Bank customer, 15,000 reward points are expiring today. Redeem for cash at http://secure.amazon-claim-reward-now.net",en
investment_scam,scam,IPO Alert: Apply for Pre-IPO shares of Reliance. 500% returns expected in 3 months. Register: http://jio-refund-processing.online,en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 688182.,en
benign,safe,Your Uber trip has ended. Total fare: Rs.250.,en
investment_scam,scam,Double your money in 100 days! Authentic scheme registered with Government. Start investing: http://secure.reliance-claim-reward-now.net,en
benign,safe,Can you send me the presentation file before EOD?,en
upi_fraud,scam,"ALERT: Rs.50000 debited from your A/c. If not done by you, forward this SMS to +91-6549315178 to block transaction.",en
benign,safe,WiFi bill generated for March. Amount due Rs.500. Pay by 15th.,en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 8459413588@paytm to avoid double toll.",en
investment_scam,scam,Double your money in 100 days! Authentic scheme registered with Government. Start investing: http://paytm-secure-login.xyz,en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-8512443678 to update.,en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
investment_scam,scam,Earn Guaranteed 30% monthly returns! Invest Rs.9999 in crypto now. Join Telegram: http://reliance-secure-login.xyz,en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-8666316378 to update.,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.5000 online using http://www.airtel-claim-reward-now.net and get 10% cashback.",en
upi_fraud,scam,You have received a payment of Rs.5000 on PhonePe. Enter your UPI pin to claim the amount.,en
benign,safe,Meeting pushed to 9:00 AM. Please check the updated invite.,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.5000 online using http://www.reliance-refund-processing.online and get 10% cashback.",en
investment_scam,scam,IPO Alert: Apply for Pre-IPO shares of Tata. 500% returns expected in 3 months. Register: http://secure.amazon-official-portal.co,en
benign,safe,"Hey, are we still meeting for dinner at 10:00 AM?",en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-8713610245 to update.,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.49999 online using http://www.airtel-claim-reward-now.net and get 10% cashback.",en
benign,safe,YOUR SWIGGY ORDER #45829 IS ON THE WAY. DELIVERY EXECUTIVE WILL BE THERE IN 15 MINS.,en
investment_scam,scam,Double your money in 100 days! Authentic scheme registered with Government. Start investing: http://secure.reliance-official-portal.co,en
investment_scam,scam,You have been chosen for an exclusive Forex trading group. Deposit Rs.100000 and our AI will trade for you. http://airtel-refund-processing.online,en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.10000. Claim it here: http://secure.paytm-verify-account-info.com,en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
benign,safe,Can you send me the presentation file before EOD?,en
phishing,scam,"Your Facebook account has been logged in from an unknown device. If this wasn't you, secure your account: http://paytm-verify-account-info.com",en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://www.reliance-secure-login.xyz to continue watching.,en
phishing,scam,"Your Apple ID account has been logged in from an unknown device. If this wasn't you, secure your account: http://secure.airtel-verify-account-info.com",en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
phishing,scam,Action Required: Complete your Kotak Aadhaar linking process today via http://www.airtel-update-kyc.in,en
investment_scam,scam,Double your money in 100 days! Authentic scheme registered with Government. Start investing: http://www.reliance-verify-account-info.com,en
benign,safe,OTP for login to your HDFC account is 265656. Do not share this with anyone.,en
investment_scam,scam,"MAKE RS.50,000 PER MONTH WITH SIMPLE DATA ENTRY. ZERO INVESTMENT PLAN REQUIRES RS.1500 REGISTRATION. HTTP://SECURE.TATA-UPDATE-KYC.IN",en
benign,safe,OTP for login to your HDFC account is 255435. Do not share this with anyone.,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.100000 online using http://airtel-verify-account-info.com and get 10% cashback.",en
phishing,scam,Your Kotak internet banking access will be locked in 24 hrs. Verify your identity at http://secure.airtel-official-portal.co,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
benign,safe,Can you send me the presentation file before EOD?,en
investment_scam,scam,RBI Approved SIP: Invest Rs.1000/month and get 1 Crore in 5 years. Start your journey today: http://secure.tata-official-portal.co,en
